! R140 Conversion
! Date: 2024-08-14 14:49:30
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
3.10000000E+9      7.76684200E+1      1.60938000E+1      2.77549200E+0      2.07211400E-1      -3.34625400E-1      -7.17722200E-1
3.15000000E+9      7.75266200E+1      1.62581400E+1      2.84905600E+0      2.09710200E-1      -3.45235200E-1      -7.10113800E-1
3.20000000E+9      7.73820600E+1      1.64260000E+1      2.92416600E+0      2.12271800E-1      -3.55767000E-1      -7.02670400E-1
3.25000000E+9      7.72418200E+1      1.65952600E+1      3.00044800E+0      2.14848000E-1      -3.65812000E-1      -6.95538800E-1
3.30000000E+9      7.71100400E+1      1.67626600E+1      3.07734600E+0      2.17386200E-1      -3.75343800E-1      -6.89131200E-1
3.35000000E+9      7.69845800E+1      1.69258000E+1      3.15437600E+0      2.19859600E-1      -3.85037000E-1      -6.82844000E-1
3.40000000E+9      7.68620800E+1      1.70809000E+1      3.23079800E+0      2.22228200E-1      -3.93700200E-1      -6.76310600E-1
3.45000000E+9      7.67342400E+1      1.72265200E+1      3.30625800E+0      2.24496200E-1      -4.01338600E-1      -6.69822400E-1
3.50000000E+9      7.66109000E+1      1.73719400E+1      3.38248400E+0      2.26755600E-1      -4.09016000E-1      -6.63454600E-1
3.55000000E+9      7.64858000E+1      1.75173800E+1      3.45952400E+0      2.29027400E-1      -4.16454200E-1      -6.56128200E-1
3.60000000E+9      7.63569000E+1      1.76684200E+1      3.53850000E+0      2.31392400E-1      -4.24106600E-1      -6.48762400E-1
3.65000000E+9      7.62260000E+1      1.78232200E+1      3.61908600E+0      2.33820800E-1      -4.31657200E-1      -6.41519000E-1
3.70000000E+9      7.60995600E+1      1.79771600E+1      3.70034800E+0      2.36232200E-1      -4.39628800E-1      -6.34933800E-1
3.75000000E+9      7.59801600E+1      1.81374400E+1      3.78378600E+0      2.38712800E-1      -4.47280400E-1      -6.28713200E-1
3.80000000E+9      7.58682800E+1      1.82939400E+1      3.86732200E+0      2.41127400E-1      -4.54811600E-1      -6.22519200E-1
3.85000000E+9      7.57602000E+1      1.84454800E+1      3.95066600E+0      2.43472200E-1      -4.61736200E-1      -6.16514800E-1
3.90000000E+9      7.56515200E+1      1.85921600E+1      4.03379400E+0      2.45760200E-1      -4.67951600E-1      -6.10141600E-1
3.95000000E+9      7.55362600E+1      1.87333800E+1      4.11654400E+0      2.48005000E-1      -4.73295800E-1      -6.03803800E-1
4.00000000E+9      7.54115200E+1      1.88732200E+1      4.19977400E+0      2.50270000E-1      -4.78777600E-1      -5.97226200E-1
4.05000000E+9      7.52815400E+1      1.90111800E+1      4.28334400E+0      2.52534400E-1      -4.84539800E-1      -5.90345200E-1
4.10000000E+9      7.51625200E+1      1.91596400E+1      4.37009400E+0      2.54909800E-1      -4.90411800E-1      -5.83535600E-1
4.15000000E+9      7.50380600E+1      1.93137800E+1      4.45897200E+0      2.57386400E-1      -4.96496400E-1      -5.77266000E-1
4.20000000E+9      7.48933000E+1      1.94684000E+1      4.54882000E+0      2.59948400E-1      -5.02324000E-1      -5.71604600E-1
4.25000000E+9      7.47577600E+1      1.96224200E+1      4.63939400E+0      2.62480200E-1      -5.07506200E-1      -5.66231400E-1
4.30000000E+9      7.46357200E+1      1.97714800E+1      4.72962200E+0      2.64906000E-1      -5.12309800E-1      -5.60794400E-1
4.35000000E+9      7.45214200E+1      1.99244400E+1      4.82163600E+0      2.67365200E-1      -5.16373200E-1      -5.55090400E-1
4.40000000E+9      7.44104200E+1      2.00623200E+1      4.91081800E+0      2.69617400E-1      -5.20327800E-1      -5.49062000E-1
4.45000000E+9      7.43048000E+1      2.02053800E+1      5.00203000E+0      2.71925600E-1      -5.24775400E-1      -5.43282000E-1
4.50000000E+9      7.41997600E+1      2.03405600E+1      5.09207800E+0      2.74132600E-1      -5.29401000E-1      -5.36386200E-1
4.55000000E+9      7.40955800E+1      2.04902000E+1      5.18653400E+0      2.76537600E-1      -5.34447600E-1      -5.29892800E-1
4.60000000E+9      7.39796800E+1      2.06339800E+1      5.28032000E+0      2.78914400E-1      -5.39409400E-1      -5.23898800E-1
4.65000000E+9      7.38803000E+1      2.08021200E+1      5.38120400E+0      2.81565000E-1      -5.44219800E-1      -5.18448600E-1
4.70000000E+9      7.37868400E+1      2.09594600E+1      5.48021200E+0      2.84054200E-1      -5.48343200E-1      -5.13633600E-1
4.75000000E+9      7.36934000E+1      2.11167000E+1      5.58006200E+0      2.86548200E-1      -5.51673400E-1      -5.08951400E-1
4.80000000E+9      7.36077000E+1      2.12698200E+1      5.67968400E+0      2.88961800E-1      -5.54839600E-1      -5.04146800E-1
4.85000000E+9      7.35298200E+1      2.14139400E+1      5.77773800E+0      2.91228400E-1      -5.59484400E-1      -4.97488600E-1
4.90000000E+9      7.34605400E+1      2.15482200E+1      5.87390000E+0      2.93330600E-1      -5.63567000E-1      -4.91295200E-1
4.95000000E+9      7.33853600E+1      2.16556000E+1      5.96340800E+0      2.95094600E-1      -5.65099000E-1      -4.86423400E-1
5.00000000E+9      7.33095800E+1      2.17926000E+1      6.06176400E+0      2.97268400E-1      -5.68513400E-1      -4.80840000E-1
5.05000000E+9      7.32092200E+1      2.19063800E+1      6.15434000E+0      2.99229800E-1      -5.72922200E-1      -4.75506400E-1
5.10000000E+9      7.31118000E+1      2.20404600E+1      6.25331000E+0      3.01462200E-1      -5.76429400E-1      -4.69391000E-1
5.15000000E+9      7.30041800E+1      2.21922600E+1      6.35810800E+0      3.03986000E-1      -5.80350200E-1      -4.65563400E-1
5.20000000E+9      7.29116200E+1      2.23441200E+1      6.46377400E+0      3.06455200E-1      -5.83545600E-1      -4.60055000E-1
5.25000000E+9      7.28223800E+1      2.24923200E+1      6.56920600E+0      3.08865600E-1      -5.87097800E-1      -4.56265200E-1
5.30000000E+9      7.27379400E+1      2.26295200E+1      6.67222200E+0      3.11110400E-1      -5.89646000E-1      -4.50492000E-1
5.35000000E+9      7.26641000E+1      2.27610400E+1      6.77431200E+0      3.13236600E-1      -5.91136800E-1      -4.47606200E-1
5.40000000E+9      7.25786400E+1      2.28894800E+1      6.87620000E+0      3.15374800E-1      -5.94082200E-1      -4.40522600E-1
5.45000000E+9      7.24966800E+1      2.30073800E+1      6.97561800E+0      3.17357600E-1      -5.97659000E-1      -4.36173400E-1
5.50000000E+9      7.23959800E+1      2.31047000E+1      7.06940200E+0      3.19143800E-1      -5.99493400E-1      -4.31649200E-1
5.55000000E+9      7.23073000E+1      2.32358600E+1      7.17415600E+0      3.21348400E-1      -6.01414400E-1      -4.26569200E-1
5.60000000E+9      7.22158000E+1      2.33583400E+1      7.27694800E+0      3.23452000E-1      -6.03551000E-1      -4.21760800E-1
5.65000000E+9      7.21070800E+1      2.35007000E+1      7.38666800E+0      3.25913800E-1      -6.06357600E-1      -4.16641200E-1
5.70000000E+9      7.19697600E+1      2.36555200E+1      7.50113000E+0      3.28686800E-1      -6.09661000E-1      -4.14538600E-1
5.75000000E+9      7.18327200E+1      2.38185800E+1      7.61909000E+0      3.31583800E-1      -6.12065400E-1      -4.07200200E-1
5.80000000E+9      7.16896600E+1      2.39809600E+1      7.73773800E+0      3.34510800E-1      -6.13811000E-1      -4.05887800E-1
5.85000000E+9      7.15454400E+1      2.41399800E+1      7.85618600E+0      3.37407400E-1      -6.16468200E-1      -4.00877000E-1
5.90000000E+9      7.13979800E+1      2.43001400E+1      7.97591600E+0      3.40348200E-1      -6.16564400E-1      -3.96162000E-1
5.95000000E+9      7.12276200E+1      2.44499600E+1      8.09309000E+0      3.43265200E-1      -6.18621000E-1      -3.91353000E-1
6.00000000E+9      7.10576400E+1      2.45970600E+1      8.21020400E+0      3.46157200E-1      -6.19552400E-1      -3.87675400E-1
6.25000000E+9      7.05093600E+1      2.56252800E+1      8.90979600E+0      3.63432800E-1      -6.26895800E-1      -3.64708000E-1
6.50000000E+9      6.97749800E+1      2.62916000E+1      9.50713400E+0      3.76806800E-1      -6.33924400E-1      -3.48645800E-1
