! R140 Conversion
! Date: 2024-08-14 14:49:32
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
2.60000000E+9      7.91318800E+1      1.43060800E+1      2.06925400E+0      1.80787800E-1      -2.12169200E-1      -7.85676000E-1
2.65000000E+9      7.90405800E+1      1.45176800E+1      2.14024000E+0      1.83674000E-1      -2.27019000E-1      -7.78818200E-1
2.70000000E+9      7.87538200E+1      1.46377000E+1      2.19864600E+0      1.85866200E-1      -2.39438000E-1      -7.73041400E-1
2.75000000E+9      7.86313200E+1      1.48289800E+1      2.26862600E+0      1.88589000E-1      -2.52977400E-1      -7.66373200E-1
2.80000000E+9      7.85280800E+1      1.50114000E+1      2.33829200E+0      1.91159400E-1      -2.66415400E-1      -7.59329200E-1
2.85000000E+9      7.84283600E+1      1.52161800E+1      2.41251400E+0      1.94013800E-1      -2.79377200E-1      -7.52070600E-1
2.90000000E+9      7.82611600E+1      1.53817200E+1      2.48154400E+0      1.96543400E-1      -2.91262800E-1      -7.45320200E-1
2.95000000E+9      7.80763800E+1      1.55262000E+1      2.54804200E+0      1.98859000E-1      -3.02579600E-1      -7.38841800E-1
3.00000000E+9      7.78802000E+1      1.56774000E+1      2.61646400E+0      2.01301600E-1      -3.13372800E-1      -7.32361000E-1
3.05000000E+9      7.77017000E+1      1.58362400E+1      2.68702200E+0      2.03808200E-1      -3.24057200E-1      -7.25415200E-1
3.10000000E+9      7.75582000E+1      1.60276800E+1      2.76409000E+0      2.06653600E-1      -3.34635400E-1      -7.18168200E-1
3.15000000E+9      7.74830000E+1      1.62529800E+1      2.84815000E+0      2.09762200E-1      -3.45422400E-1      -7.10550400E-1
3.20000000E+9      7.74075800E+1      1.64598600E+1      2.93019000E+0      2.12639200E-1      -3.55865000E-1      -7.03181800E-1
3.25000000E+9      7.73354200E+1      1.66434600E+1      3.00917000E+0      2.15211400E-1      -3.66025800E-1      -6.96100200E-1
3.30000000E+9      7.71983200E+1      1.67526600E+1      3.07551200E+0      2.17008200E-1      -3.75469600E-1      -6.89519600E-1
3.35000000E+9      7.71089200E+1      1.68223000E+1      3.13508200E+0      2.18162800E-1      -3.85120200E-1      -6.83291600E-1
3.40000000E+9      7.69666400E+1      1.69485600E+1      3.20576200E+0      2.20206600E-1      -3.93860400E-1      -6.76744200E-1
3.45000000E+9      7.67381400E+1      1.70946200E+1      3.28093800E+0      2.22765800E-1      -4.01486200E-1      -6.70308800E-1
3.50000000E+9      7.65573400E+1      1.72537600E+1      3.35947400E+0      2.25370400E-1      -4.09241400E-1      -6.63752000E-1
3.55000000E+9      7.63926400E+1      1.74682200E+1      3.44981800E+0      2.28663800E-1      -4.16780800E-1      -6.56395200E-1
3.60000000E+9      7.62638600E+1      1.76791600E+1      3.54065400E+0      2.31815800E-1      -4.24379800E-1      -6.49111000E-1
3.65000000E+9      7.61667400E+1      1.78891400E+1      3.63246600E+0      2.34868000E-1      -4.31999200E-1      -6.41880000E-1
3.70000000E+9      7.61151200E+1      1.80257000E+1      3.71033000E+0      2.36821400E-1      -4.39940200E-1      -6.35288000E-1
3.75000000E+9      7.60301400E+1      1.81336400E+1      3.78299200E+0      2.38505800E-1      -4.47425000E-1      -6.29124600E-1
3.80000000E+9      7.59700600E+1      1.82134800E+1      3.85031200E+0      2.39745600E-1      -4.54971800E-1      -6.22882200E-1
3.85000000E+9      7.58626400E+1      1.82954000E+1      3.91852000E+0      2.41164800E-1      -4.61893400E-1      -6.16852000E-1
3.90000000E+9      7.57237200E+1      1.84334200E+1      3.99935400E+0      2.43429800E-1      -4.68198000E-1      -6.10546600E-1
3.95000000E+9      7.55070600E+1      1.86253000E+1      4.09278600E+0      2.46669600E-1      -4.73518800E-1      -6.04119400E-1
4.00000000E+9      7.53373800E+1      1.88370200E+1      4.19171000E+0      2.50035200E-1      -4.78991000E-1      -5.97526000E-1
4.05000000E+9      7.52205800E+1      1.90166400E+1      4.28457800E+0      2.52811600E-1      -4.84781800E-1      -5.90844600E-1
4.10000000E+9      7.51599800E+1      1.92228000E+1      4.38450400E+0      2.55758600E-1      -4.90773200E-1      -5.83924600E-1
4.15000000E+9      7.51110000E+1      1.93679400E+1      4.47147400E+0      2.57857400E-1      -4.96841600E-1      -5.77586400E-1
4.20000000E+9      7.50191000E+1      1.94545200E+1      4.54557200E+0      2.59327400E-1      -5.02559200E-1      -5.71942400E-1
4.25000000E+9      7.48847800E+1      1.95371000E+1      4.61921800E+0      2.60895400E-1      -5.07797600E-1      -5.66551600E-1
4.30000000E+9      7.47116600E+1      1.96093200E+1      4.69084000E+0      2.62467000E-1      -5.12578400E-1      -5.61147200E-1
4.35000000E+9      7.44910400E+1      1.97656200E+1      4.78320800E+0      2.65342400E-1      -5.16618800E-1      -5.55343200E-1
4.40000000E+9      7.43072800E+1      1.99578800E+1      4.88524800E+0      2.68586000E-1      -5.20712000E-1      -5.49280400E-1
4.45000000E+9      7.41734000E+1      2.01235600E+1      4.98177800E+0      2.71304200E-1      -5.25133600E-1      -5.43399200E-1
