! R140 Conversion
! Date: 2024-08-14 14:49:40
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
3.15000000E+9      1.06077400E+0      2.91253200E-2      5.10388400E-3      2.74961400E-2      9.98332600E-1      -4.26228800E-2
3.20000000E+9      1.06552400E+0      2.81904200E-2      5.01846200E-3      2.65021800E-2      9.97733600E-1      -4.28153200E-2
3.25000000E+9      1.07027200E+0      2.72554800E-2      4.92783800E-3      2.55172000E-2      9.97228400E-1      -4.30123200E-2
3.30000000E+9      1.07501800E+0      2.63205800E-2      4.83201600E-3      2.45410000E-2      9.96778400E-1      -4.35734200E-2
3.35000000E+9      1.07976200E+0      2.53856200E-2      4.73098800E-3      2.35735200E-2      9.96879600E-1      -4.45012600E-2
3.40000000E+9      1.08451200E+0      2.44507000E-2      4.62476200E-3      2.26145600E-2      9.97019400E-1      -4.57105600E-2
3.45000000E+9      1.08926200E+0      2.35157600E-2      4.51333600E-3      2.16639600E-2      9.97226200E-1      -4.67116200E-2
3.50000000E+9      1.09400800E+0      2.25808400E-2      4.39670800E-3      2.07216400E-2      9.97563400E-1      -4.73980600E-2
3.55000000E+9      1.09875400E+0      2.16459200E-2      4.27487800E-3      1.97874600E-2      9.98112600E-1      -4.77716200E-2
3.60000000E+9      1.10350400E+0      2.07110000E-2      4.14784600E-3      1.88612400E-2      9.98284200E-1      -4.80417600E-2
3.65000000E+9      1.10825000E+0      1.97760800E-2      4.01561400E-3      1.79429000E-2      9.97985600E-1      -4.82615800E-2
3.70000000E+9      1.11299800E+0      1.88411400E-2      3.87817800E-3      1.70322800E-2      9.97425600E-1      -4.88236200E-2
3.75000000E+9      1.11774400E+0      1.79062000E-2      3.73554600E-3      1.61292600E-2      9.96777000E-1      -4.96317400E-2
3.80000000E+9      1.12249400E+0      1.69712800E-2      3.58771200E-3      1.52337200E-2      9.96476200E-1      -5.05058400E-2
3.85000000E+9      1.12724000E+0      1.60363400E-2      3.43467400E-3      1.43455400E-2      9.96613400E-1      -5.16872600E-2
3.90000000E+9      1.13199000E+0      1.51014200E-2      3.27643600E-3      1.34646260E-2      9.97209800E-1      -5.29010200E-2
3.95000000E+9      1.13673600E+0      1.41665000E-2      3.11299800E-3      1.25908620E-2      9.97517200E-1      -5.36522800E-2
4.00000000E+9      1.14148200E+0      1.32315900E-2      2.94435800E-3      1.17241200E-2      9.97983800E-1      -5.40149200E-2
4.05000000E+9      1.14623200E+0      1.22966240E-2      2.77051600E-3      1.08642800E-2      9.98101800E-1      -5.42583400E-2
4.10000000E+9      1.15097800E+0      1.13617180E-2      2.59147400E-3      1.00112320E-2      9.97855600E-1      -5.44555800E-2
4.15000000E+9      1.15572400E+0      1.04267720E-2      2.40723000E-3      9.16491800E-3      9.97368800E-1      -5.50085400E-2
4.20000000E+9      1.16047400E+0      9.49186800E-3      2.21778600E-3      8.32517200E-3      9.97010800E-1      -5.59071800E-2
4.25000000E+9      1.16522200E+0      8.55692200E-3      2.02314000E-3      7.49197000E-3      9.96854200E-1      -5.71125400E-2
4.30000000E+9      1.16997000E+0      7.62201000E-3      1.82329540E-3      6.66514800E-3      9.97129000E-1      -5.81605200E-2
4.35000000E+9      1.17471200E+0      6.68707200E-3      1.61824620E-3      5.84463400E-3      9.97660400E-1      -5.90042200E-2
4.40000000E+9      1.17946400E+0      5.75214400E-3      1.40799720E-3      5.03033400E-3      9.98080200E-1      -5.95163800E-2
4.45000000E+9      1.18421200E+0      4.81721600E-3      1.19254800E-3      4.22215200E-3      9.98229400E-1      -5.95954800E-2
4.50000000E+9      1.18045800E+0      4.26471740E-3      1.06763460E-3      3.72749360E-3      9.98045800E-1      -5.93716600E-2
4.55000000E+9      1.17670400E+0      3.71221660E-3      9.39646400E-4      3.23497880E-3      9.97777200E-1      -5.95455800E-2
4.60000000E+9      1.17295200E+0      3.15971800E-3      8.08585600E-4      2.74454280E-3      9.97510400E-1      -6.00546400E-2
4.65000000E+9      1.16919800E+0      2.60721920E-3      6.74450440E-4      2.25611100E-3      9.97171400E-1      -6.14796000E-2
4.70000000E+9      1.16544400E+0      2.05472060E-3      5.37242440E-4      1.76960700E-3      9.97112400E-1      -6.34097400E-2
4.75000000E+9      1.16168800E+0      1.50222180E-3      3.96960520E-4      1.28494740E-3      9.97285400E-1      -6.51531600E-2
4.80000000E+9      1.15793800E+0      9.49722600E-4      2.53604860E-4      8.02048600E-4      9.97508000E-1      -6.61502600E-2
4.85000000E+9      1.15418400E+0      3.97224720E-4      1.07176230E-4      3.20822680E-4      9.98768200E-1      -6.85164600E-2
4.90000000E+9      1.20079800E+0      5.12618800E-4      1.39736656E-4      4.11000460E-4      9.99066200E-1      -6.88562000E-2
4.95000000E+9      1.25000000E+0      6.35000000E-4      1.74863000E-4      5.08000000E-4      9.98506000E-1      -6.82291600E-2
5.00000000E+9      1.25000000E+0      6.35000000E-4      1.76629000E-4      5.08000000E-4      9.97545000E-1      -7.00400800E-2
5.05000000E+9      1.22640000E+0      1.97518200E-3      5.54904800E-4      1.70249600E-3      9.96910400E-1      -6.86689600E-2
5.10000000E+9      1.20280000E+0      3.31536000E-3      9.40633600E-4      3.17500000E-3      9.97718000E-1      -7.09022200E-2
5.15000000E+9      1.10290400E+0      1.12690510E-3      3.22860204E-4      1.07441248E-3      9.98097400E-1      -7.27166200E-2
5.20000000E+9      1.15271200E+0      3.94150140E-4      1.14021114E-4      3.17856120E-4      9.98687600E-1      -7.32741800E-2
5.25000000E+9      1.05781400E+0      1.59699000E-4      4.66424060E-5      1.33887340E-4      9.98503400E-1      -7.47108800E-2
5.30000000E+9      1.01775400E+0      6.35336800E-5      1.87326600E-5      6.23759800E-5      9.98365600E-1      -7.62378600E-2
5.35000000E+9      1.05682000E+0      1.57078700E-4      4.67510620E-5      1.31319820E-4      9.99019600E-1      -7.62053400E-2
5.40000000E+9      1.11292400E+0      2.95234300E-4      8.86911640E-5      2.43370740E-4      1.00029160E+0      -7.71449800E-2
5.45000000E+9      1.06523000E+0      1.80061160E-4      5.45928500E-5      1.53536480E-4      9.98455400E-1      -7.81582400E-2
5.50000000E+9      1.11774000E+0      2.96731860E-4      9.07916000E-5      2.44439960E-4      1.00300400E+0      -7.90164200E-2
5.55000000E+9      1.15504200E+0      4.02093740E-4      1.24148180E-4      3.25622440E-4      1.00088000E+0      -7.83261400E-2
5.60000000E+9      1.03469800E+0      9.67751800E-5      3.01489000E-5      9.34604000E-5      9.98321400E-1      -8.19134000E-2
5.65000000E+9      1.02365000E+0      8.05085800E-5      2.53052200E-5      7.85863200E-5      9.99860800E-1      -8.19265200E-2
5.70000000E+9      1.01969800E+0      7.23834600E-5      2.29527000E-5      7.09063600E-5      9.98572200E-1      -8.22470200E-2
5.75000000E+9      1.02145000E+0      7.61793800E-5      2.43682800E-5      7.44668800E-5      9.97770400E-1      -8.30517000E-2
5.80000000E+9      1.01518600E+0      6.11635200E-5      1.97351200E-5      6.01424000E-5      9.98804200E-1      -8.33724800E-2
5.85000000E+9      1.02694400E+0      8.70219000E-5      2.83206400E-5      8.45109000E-5      9.98513600E-1      -8.50232400E-2
5.90000000E+9      1.04771200E+0      1.12320800E-4      3.68664800E-5      1.07201800E-4      9.99951200E-1      -8.75724800E-2
5.95000000E+9      1.03441800E+0      1.01654400E-4      3.36482600E-5      9.81770200E-5      1.00110600E+0      -8.73379800E-2
6.00000000E+9      1.05026400E+0      1.10847140E-4      3.69995000E-5      1.05619580E-4      1.00045360E+0      -8.93369800E-2
6.25000000E+9      1.05748400E+0      1.64536960E-4      5.72088400E-5      1.38740320E-4      9.97383800E-1      -8.90190800E-2
6.50000000E+9      1.03974200E+0      2.27683420E-2      8.23312400E-3      2.20028420E-2      9.93309400E-1      -9.52956800E-2
6.75000000E+9      1.25000000E+0      6.35000000E-4      2.38450000E-4      5.08000000E-4      9.96775800E-1      -9.36503200E-2
7.00000000E+9      1.00987800E+0      2.73613800E-2      1.06550280E-2      2.71241600E-2      9.92234200E-1      -9.98031000E-2
7.25000000E+9      1.05871000E+0      1.07206253E-2      4.32392358E-3      1.05949595E-2      9.93207600E-1      -1.02746200E-1
7.50000000E+9      1.05970400E+0      8.39631200E-4      3.50322940E-4      7.98738440E-4      9.94900600E-1      -1.07364600E-1
